analysis_date,data_file,period_start,period_end,total_hours,total_days,data_coverage_percent,NO2_mean,NO2_coverage,NO2_max,O3_mean,O3_coverage,O3_max,PM10_mean,PM10_coverage,PM10_max,SO2_mean,SO2_coverage,SO2_max,CO_mean,CO_coverage,CO_max
2025-10-29 15:33:30,C:\Users\moham\OneDrive\Documents\poluution_atmospherique\moyhoraire hayhassani 2014.xlsx,2014-01-01,2015-01-01,8760,366,100.0,18.922102285088222,98.98401826484017,157.684769,50.56588367028461,94.65753424657535,149.64505,33.75827236961362,87.15753424657534,324.100006,3.9878858412942995,96.31278538812785,83.096103,0.7865830126628515,93.75570776255707,3.89413
